date,open,high,low,close,volume,vwap,ticker
2022-12-05 10:33:00,402.66,403.02,402.64,402.91,101132,402.8678,SPY
2022-12-05 10:34:00,402.94,403.12,402.94,403.065,136896,403.0307,SPY
2022-12-05 10:35:00,403.07,403.08,402.95,403.04,96474,403.0201,SPY
2022-12-05 10:36:00,403.045,403.29,403.045,403.155,81491,403.1701,SPY
2022-12-05 10:37:00,403.14,403.25,403.09,403.12,95335,403.1814,SPY
2022-12-05 10:38:00,403.11,403.16,402.9,402.95,116368,403.041,SPY
2022-12-05 10:39:00,402.94,403.2392,402.9201,403.221,70035,403.1096,SPY
2022-12-05 10:40:00,403.23,403.36,403.12,403.17,642038,403.2232,SPY
2022-12-05 10:41:00,403.17,403.53,403.16,403.46,115773,403.3931,SPY
2022-12-05 10:42:00,403.46,403.63,403.4,403.54,125423,403.5211,SPY
2022-12-05 10:43:00,403.54,403.66,403.53,403.5528,108097,403.5941,SPY
2022-12-05 10:44:00,403.53,403.5329,403.41,403.49,64457,403.4737,SPY
2022-12-05 10:45:00,403.48,403.55,403.285,403.285,75324,403.4368,SPY
2022-12-05 10:46:00,403.28,403.54,403.28,403.4957,137659,403.428,SPY
2022-12-05 10:47:00,403.49,403.56,403.38,403.46,45074,403.4495,SPY
2022-12-05 10:48:00,403.49,403.66,403.47,403.495,83501,403.5601,SPY
2022-12-05 10:49:00,403.5,403.59,403.425,403.52,84478,403.5127,SPY
2022-12-05 10:50:00,403.53,403.6,403.32,403.36,117882,403.446,SPY
2022-12-05 10:51:00,403.37,403.45,403.22,403.2245,208509,403.382,SPY
2022-12-05 10:52:00,403.23,403.33,403.06,403.1383,129608,403.1395,SPY
2022-12-05 10:53:00,403.1376,403.15,402.95,403.1315,146681,403.0677,SPY
2022-12-05 10:54:00,403.125,403.24,403.03,403.0599,123566,403.1468,SPY
2022-12-05 10:55:00,403.06,403.3961,403.055,403.2376,210613,403.2598,SPY
2022-12-05 10:56:00,403.24,403.3676,403.24,403.32,45119,403.3121,SPY
2022-12-05 10:57:00,403.315,403.34,403.16,403.2091,62750,403.2517,SPY
2022-12-05 10:58:00,403.2,403.218,403.04,403.135,60997,403.1154,SPY
2022-12-05 10:59:00,403.14,403.37,403.135,403.35,57111,403.2938,SPY
2022-12-05 11:00:00,403.35,403.55,403.35,403.55,117684,403.4742,SPY
2022-12-05 11:01:00,403.54,403.77,403.41,403.43,151776,403.6173,SPY
2022-12-05 11:02:00,403.415,403.48,403.01,403.2616,402457,403.1941,SPY
2022-12-05 11:03:00,403.27,403.43,403.24,403.32,73687,403.354,SPY
2022-12-05 11:04:00,403.31,403.59,403.2701,403.4801,109704,403.4386,SPY
2022-12-05 11:05:00,403.49,403.57,403.29,403.4,63104,403.4318,SPY
2022-12-05 11:06:00,403.42,403.46,403.34,403.46,41887,403.3903,SPY
2022-12-05 11:07:00,403.46,403.56,403.31,403.31,77993,403.4173,SPY
2022-12-05 11:08:00,403.325,403.46,403.31,403.43,58419,403.3786,SPY
2022-12-05 11:09:00,403.46,403.55,403.4,403.54,61451,403.4523,SPY
2022-12-05 11:10:00,403.535,403.61,403.46,403.57,76919,403.538,SPY
2022-12-05 11:11:00,403.58,403.75,403.55,403.73,74643,403.6443,SPY
2022-12-05 11:12:00,403.73,403.9781,403.73,403.925,210532,403.8745,SPY
2022-12-05 11:13:00,403.92,403.94,403.76,403.77,131065,403.8783,SPY
2022-12-05 11:14:00,403.76,403.82,403.45,403.49,224383,403.6712,SPY
2022-12-05 11:15:00,403.49,403.59,403.3542,403.37,150334,403.4773,SPY
2022-12-05 11:16:00,403.37,403.44,403.18,403.18,110534,403.2881,SPY
2022-12-05 11:17:00,403.17,403.2,402.951,402.98,129772,403.0917,SPY
2022-12-05 11:18:00,402.96,402.96,402.78,402.86,242179,402.8626,SPY
2022-12-05 11:19:00,402.86,402.95,402.77,402.795,85334,402.8653,SPY
2022-12-05 11:20:00,402.79,402.8599,402.76,402.8,108500,402.8113,SPY
2022-12-05 11:21:00,402.81,402.83,402.37,402.6,228259,402.5797,SPY
2022-12-05 11:22:00,402.5811,402.75,402.5201,402.525,188575,402.6282,SPY
2022-12-05 11:23:00,402.505,402.58,402.44,402.5,117696,402.515,SPY
2022-12-05 11:24:00,402.505,402.5657,402.4585,402.47,84958,402.5099,SPY
2022-12-05 11:25:00,402.475,402.48,402.25,402.37,180564,402.3468,SPY
2022-12-05 11:26:00,402.365,402.52,402.36,402.44,102241,402.4463,SPY
2022-12-05 11:27:00,402.43,402.59,402.4,402.59,145946,402.5235,SPY
2022-12-05 11:28:00,402.5875,402.61,402.44,402.495,134200,402.5279,SPY
2022-12-05 11:29:00,402.5,402.53,402.39,402.505,588093,406.2562,SPY
2022-12-05 11:30:00,402.51,402.55,402.39,402.42,402031,405.2346,SPY
2022-12-05 11:31:00,402.415,402.425,402.12,402.18,201246,402.2173,SPY
2022-12-05 11:32:00,402.17,402.22,402.02,402.14,152306,402.1076,SPY
2022-12-05 11:33:00,402.145,402.1899,401.95,401.97,176665,402.0495,SPY
2022-12-05 11:34:00,401.97,402.055,401.83,401.8699,160473,401.9489,SPY
2022-12-05 11:35:00,401.82,401.87,401.67,401.67,155932,401.776,SPY
2022-12-05 11:36:00,401.68,401.815,401.58,401.71,167449,401.7707,SPY
2022-12-05 11:37:00,401.72,401.82,401.68,401.81,102989,401.7705,SPY
2022-12-05 11:38:00,401.8,402.1,401.7501,402.045,136583,401.9213,SPY
2022-12-05 11:39:00,402.06,402.08,401.9106,402.0,360095,405.4195,SPY
2022-12-05 11:40:00,402.0,402.1279,401.935,402.1,353829,405.4847,SPY
2022-12-05 11:41:00,402.1,402.17,402.06,402.09,125916,402.1084,SPY
2022-12-05 11:42:00,402.095,402.145,401.93,401.935,136236,402.0504,SPY
2022-12-05 11:43:00,401.95,402.075,401.935,401.97,138490,402.0032,SPY
2022-12-05 11:44:00,401.97,402.04,401.891,401.9003,88159,401.9791,SPY
2022-12-05 11:45:00,401.9,402.0696,401.85,402.04,72536,401.9906,SPY
2022-12-05 11:46:00,402.035,402.035,401.915,402.0,65602,401.9743,SPY
2022-12-05 11:47:00,402.01,402.095,401.91,401.92,64581,401.9904,SPY
2022-12-05 11:48:00,401.925,401.945,401.83,401.885,84817,401.8771,SPY
2022-12-05 11:49:00,401.89,401.91,401.83,401.85,74598,401.8722,SPY
2022-12-05 11:50:00,401.86,402.03,401.81,401.985,65135,401.9179,SPY
2022-12-05 11:51:00,401.985,402.1276,401.96,402.04,103433,402.0419,SPY
2022-12-05 11:52:00,402.03,402.05,401.79,401.82,350169,405.4832,SPY
2022-12-05 11:53:00,401.815,401.88,401.68,401.68,91671,401.8104,SPY
2022-12-05 11:54:00,401.6988,401.75,401.5601,401.587,96782,401.66,SPY
2022-12-05 11:55:00,401.585,401.5994,401.131,401.185,379099,401.3096,SPY
2022-12-05 11:56:00,401.18,401.23,400.925,401.04,220461,401.0503,SPY
2022-12-05 11:57:00,401.02,401.1689,400.9901,401.0601,122361,401.0812,SPY
2022-12-05 11:58:00,401.07,401.13,401.0001,401.0001,76435,401.0669,SPY
2022-12-05 11:59:00,401.0,401.06,400.88,400.95,131820,400.9758,SPY
2022-12-05 12:00:00,400.94,400.99,400.8,400.83,99801,400.8965,SPY
2022-12-05 12:01:00,400.82,400.8986,400.72,400.83,97520,400.8053,SPY
2022-12-05 12:02:00,400.83,400.92,400.74,400.752,423108,404.4311,SPY
2022-12-05 12:03:00,400.759,400.8599,400.68,400.83,91693,400.7778,SPY
2022-12-05 12:04:00,400.83,400.87,400.75,400.77,107329,400.783,SPY
2022-12-05 12:05:00,400.775,401.04,400.765,401.03,161341,400.9004,SPY
2022-12-05 12:06:00,401.025,401.1966,400.9399,401.14,444967,404.3587,SPY
2022-12-05 12:07:00,401.14,401.2,401.05,401.179,121452,401.1329,SPY
2022-12-05 12:08:00,401.16,401.219,401.0,401.19,106975,401.1304,SPY
2022-12-05 12:09:00,401.185,401.22,401.13,401.1518,62890,401.1627,SPY
2022-12-05 12:10:00,401.15,401.1514,400.895,401.065,127285,401.0251,SPY
2022-12-05 12:11:00,401.06,401.08,400.975,401.0527,50030,401.0211,SPY
2022-12-05 12:12:00,401.05,401.13,400.9392,401.0,83475,401.0259,SPY
2022-12-05 12:13:00,401.0,401.08,400.95,401.04,311699,405.7612,SPY
2022-12-05 12:14:00,401.05,401.18,401.0,401.17,51131,401.1004,SPY
2022-12-05 12:15:00,401.15,401.4,401.09,401.37,175769,401.2816,SPY
2022-12-05 12:16:00,401.36,401.45,401.3,401.45,299399,401.3332,SPY
2022-12-05 12:17:00,401.455,401.55,401.45,401.52,84825,401.4849,SPY
2022-12-05 12:18:00,401.525,401.55,401.42,401.42,72759,401.4856,SPY
2022-12-05 12:19:00,401.425,401.53,401.35,401.48,71221,401.4479,SPY
2022-12-05 12:20:00,401.485,401.545,401.42,401.42,72034,401.4913,SPY
2022-12-05 12:21:00,401.425,401.58,401.42,401.545,106947,401.5223,SPY
2022-12-05 12:22:00,401.55,401.64,401.5301,401.62,101204,401.5919,SPY
2022-12-05 12:23:00,401.61,401.83,401.61,401.765,99078,401.7176,SPY
2022-12-05 12:24:00,401.765,401.802,401.68,401.75,71357,401.7467,SPY
2022-12-05 12:25:00,401.7401,401.7976,401.61,401.64,72305,401.7164,SPY
2022-12-05 12:26:00,401.63,401.75,401.63,401.72,62795,401.7047,SPY
2022-12-05 12:27:00,401.72,401.73,401.58,401.6,78022,401.6415,SPY
2022-12-05 12:28:00,401.595,401.595,401.34,401.385,218893,401.4644,SPY
2022-12-05 12:29:00,401.3801,401.43,401.33,401.38,105079,401.3851,SPY
2022-12-05 12:30:00,401.37,401.43,401.265,401.41,132487,401.3527,SPY
2022-12-05 12:31:00,401.41,401.51,401.23,401.25,99255,401.3444,SPY
2022-12-05 12:32:00,401.26,401.32,401.1,401.16,89348,401.2087,SPY
2022-12-05 12:33:00,401.15,401.19,400.98,401.01,81541,401.1017,SPY
2022-12-05 12:34:00,400.995,401.0,400.63,400.7,131513,400.7714,SPY
2022-12-05 12:35:00,400.69,401.0769,400.66,401.06,116156,400.8022,SPY
2022-12-05 12:36:00,401.06,401.12,400.895,400.92,84762,401.0126,SPY
2022-12-05 12:37:00,400.92,401.02,400.83,400.86,55672,400.9265,SPY
2022-12-05 12:38:00,400.86,400.86,400.7,400.71,74949,400.7622,SPY
2022-12-05 12:39:00,400.71,400.88,400.71,400.84,37930,400.7974,SPY
2022-12-05 12:40:00,400.85,400.86,400.71,400.72,56695,400.7906,SPY
2022-12-05 12:41:00,400.72,400.81,400.63,400.6699,112141,400.6971,SPY
2022-12-05 12:42:00,400.66,400.71,400.55,400.63,73274,400.6342,SPY
2022-12-05 12:43:00,400.63,400.68,400.545,400.545,72933,400.5965,SPY
2022-12-05 12:44:00,400.545,400.61,400.52,400.57,65701,400.5611,SPY
2022-12-05 12:45:00,400.57,400.8582,400.5589,400.85,98252,400.7266,SPY
2022-12-05 12:46:00,400.85,400.9601,400.7987,400.8,138785,400.8922,SPY
2022-12-05 12:47:00,400.81,400.885,400.72,400.83,59936,400.8117,SPY
2022-12-05 12:48:00,400.83,400.915,400.715,400.81,51225,400.8436,SPY
2022-12-05 12:49:00,400.835,400.87,400.78,400.785,45751,400.8256,SPY
2022-12-05 12:50:00,400.78,400.83,400.73,400.73,302637,405.8636,SPY
2022-12-05 12:51:00,400.7201,400.81,400.65,400.72,84327,400.7154,SPY
2022-12-05 12:52:00,400.71,400.73,400.34,400.42,126879,400.5481,SPY
2022-12-05 12:53:00,400.44,400.55,400.41,400.49,114161,400.4897,SPY
2022-12-05 12:54:00,400.51,400.51,400.37,400.3961,324641,405.4354,SPY
2022-12-05 12:55:00,400.39,400.46,400.33,400.395,274895,400.3791,SPY
2022-12-05 12:56:00,400.3983,400.41,400.24,400.4,182136,400.3373,SPY
2022-12-05 12:57:00,400.4,400.64,400.385,400.5554,358584,404.9977,SPY
2022-12-05 12:58:00,400.55,400.56,400.3812,400.43,304635,405.77,SPY
2022-12-05 12:59:00,400.42,400.45,400.33,400.36,68506,400.401,SPY
2022-12-05 13:00:00,400.36,400.62,400.2601,400.6,121484,400.4473,SPY
2022-12-05 13:01:00,400.6,400.62,400.32,400.4,81934,400.4729,SPY
2022-12-05 13:02:00,400.4,400.4,400.275,400.33,117171,400.331,SPY
2022-12-05 13:03:00,400.33,400.5,400.245,400.4561,86651,400.3831,SPY
2022-12-05 13:04:00,400.47,400.51,400.4,400.45,75650,400.4639,SPY
2022-12-05 13:05:00,400.46,400.54,400.305,400.5301,98665,400.4145,SPY
2022-12-05 13:06:00,400.54,400.62,400.5,400.59,102991,400.5807,SPY
2022-12-05 13:07:00,400.58,400.72,400.56,400.5938,94666,400.6512,SPY
2022-12-05 13:08:00,400.61,400.71,400.5,400.5,83044,400.6141,SPY
2022-12-05 13:09:00,400.52,400.5803,400.48,400.5524,77093,400.5355,SPY
2022-12-05 13:10:00,400.565,400.6782,400.53,400.66,70453,400.5823,SPY
2022-12-05 13:11:00,400.65,400.685,400.58,400.59,60786,400.6281,SPY
2022-12-05 13:12:00,400.585,400.62,400.49,400.56,65606,400.5553,SPY
2022-12-05 13:13:00,400.57,400.79,400.54,400.75,73610,400.661,SPY
2022-12-05 13:14:00,400.7599,400.88,400.7501,400.86,97005,400.8229,SPY
2022-12-05 13:15:00,400.86,400.88,400.77,400.79,104616,400.8139,SPY
2022-12-05 13:16:00,400.78,400.86,400.765,400.84,109562,400.8059,SPY
2022-12-05 13:17:00,400.8524,400.88,400.8,400.825,48906,400.8398,SPY
2022-12-05 13:18:00,400.835,400.93,400.83,400.8411,47773,400.8718,SPY
2022-12-05 13:19:00,400.84,400.88,400.82,400.83,41022,400.8403,SPY
2022-12-05 13:20:00,400.82,400.82,400.45,400.48,156418,400.6242,SPY
2022-12-05 13:21:00,400.4711,400.61,400.4711,400.56,59275,400.5193,SPY
2022-12-05 13:22:00,400.57,400.59,400.28,400.32,123013,400.4246,SPY
2022-12-05 13:23:00,400.31,400.41,400.29,400.3885,63515,400.3376,SPY
2022-12-05 13:24:00,400.385,400.42,400.25,400.25,79548,400.3262,SPY
2022-12-05 13:25:00,400.255,400.42,400.2522,400.3569,80174,400.35,SPY
2022-12-05 13:26:00,400.36,400.425,400.21,400.31,81501,400.3198,SPY
2022-12-05 13:27:00,400.3,400.32,400.17,400.18,77091,400.2242,SPY
2022-12-05 13:28:00,400.18,400.26,400.03,400.26,380982,400.1172,SPY
2022-12-05 13:29:00,400.265,400.4,400.22,400.4,116203,400.2925,SPY
2022-12-05 13:30:00,400.41,400.47,400.29,400.43,97266,400.3994,SPY
2022-12-05 13:31:00,400.405,400.54,400.33,400.47,148392,400.5424,SPY
2022-12-05 13:32:00,400.4501,400.62,400.45,400.5001,95620,400.5568,SPY
2022-12-05 13:33:00,400.505,400.61,400.505,400.54,82797,400.5732,SPY
2022-12-05 13:34:00,400.5399,400.61,400.49,400.552,78083,400.5488,SPY
2022-12-05 13:35:00,400.565,400.69,400.565,400.575,81912,400.6177,SPY
2022-12-05 13:36:00,400.57,400.61,400.53,400.53,109325,400.5706,SPY
2022-12-05 13:37:00,400.53,400.57,400.44,400.45,66292,400.5102,SPY
2022-12-05 13:38:00,400.4563,400.62,400.4501,400.62,55235,400.5196,SPY
2022-12-05 13:39:00,400.6292,400.86,400.62,400.7895,150036,400.5753,SPY
2022-12-05 13:40:00,400.785,400.9,400.775,400.8201,76882,400.8255,SPY
2022-12-05 13:41:00,400.825,400.84,400.67,400.735,315781,405.6443,SPY
2022-12-05 13:42:00,400.74,400.83,400.6957,400.74,50157,400.7602,SPY
2022-12-05 13:43:00,400.7599,400.8099,400.26,400.325,145814,400.453,SPY
2022-12-05 13:44:00,400.33,400.46,400.23,400.375,62448,400.3075,SPY
2022-12-05 13:45:00,400.375,400.43,400.21,400.27,67992,400.3617,SPY
2022-12-05 13:46:00,400.27,400.38,400.27,400.295,71388,400.3137,SPY
2022-12-05 13:47:00,400.31,400.41,400.205,400.34,270769,400.3015,SPY
2022-12-05 13:48:00,400.33,400.44,400.32,400.41,56249,400.3944,SPY
2022-12-05 13:49:00,400.4,400.4088,400.26,400.3,77628,400.326,SPY
2022-12-05 13:50:00,400.31,400.315,399.95,400.08,229623,400.0656,SPY
2022-12-05 13:51:00,400.06,400.12,399.98,399.98,69019,400.064,SPY
2022-12-05 13:52:00,399.99,400.03,399.75,399.902,167939,399.8875,SPY
2022-12-05 13:53:00,399.86,400.03,399.855,399.958,109219,399.95,SPY
2022-12-05 13:54:00,399.96,400.05,399.93,400.0,73835,399.9974,SPY
2022-12-05 13:55:00,399.99,400.0,399.77,399.82,130447,399.871,SPY
2022-12-05 13:56:00,399.81,399.81,399.505,399.52,718890,404.7074,SPY
2022-12-05 13:57:00,399.51,399.59,399.31,399.355,326608,399.5088,SPY
2022-12-05 13:58:00,399.35,399.395,399.23,399.28,162618,399.33,SPY
2022-12-05 13:59:00,399.26,399.2899,399.12,399.1901,153502,399.2084,SPY
2022-12-05 14:00:00,399.17,399.316,399.09,399.091,156475,399.1954,SPY
2022-12-05 14:01:00,399.095,399.12,398.88,398.94,493666,403.0135,SPY
2022-12-05 14:02:00,398.93,399.13,398.92,398.9465,189895,399.0343,SPY
2022-12-05 14:03:00,398.94,399.22,398.93,399.2063,141206,399.0473,SPY
2022-12-05 14:04:00,399.19,399.24,399.01,399.08,376945,404.3057,SPY
2022-12-05 14:05:00,399.06,399.27,399.02,399.18,115568,399.1638,SPY
2022-12-05 14:06:00,399.19,399.24,399.0802,399.09,105557,399.1715,SPY
2022-12-05 14:07:00,399.0887,399.19,399.02,399.1,121204,399.0744,SPY
2022-12-05 14:08:00,399.08,399.17,399.035,399.1,85773,399.0978,SPY
2022-12-05 14:09:00,399.11,399.205,399.08,399.16,80699,399.156,SPY
2022-12-05 14:10:00,399.17,399.37,399.1699,399.27,142183,399.2841,SPY
2022-12-05 14:11:00,399.27,399.6,399.27,399.58,170552,399.4967,SPY
2022-12-05 14:12:00,399.605,399.61,399.455,399.53,85166,399.5221,SPY
2022-12-05 14:13:00,399.545,399.6,399.51,399.6,294464,405.8249,SPY
2022-12-05 14:14:00,399.59,399.7,399.59,399.6633,112008,399.6492,SPY
2022-12-05 14:15:00,399.68,399.69,399.42,399.42,141192,399.5466,SPY
2022-12-05 14:16:00,399.43,399.5262,399.3912,399.49,108899,399.4667,SPY
2022-12-05 14:17:00,399.4815,399.57,399.45,399.46,56410,399.4986,SPY
2022-12-05 14:18:00,399.46,399.48,399.315,399.33,75988,399.3851,SPY
2022-12-05 14:19:00,399.33,399.4,399.26,399.29,113735,399.3295,SPY
2022-12-05 14:20:00,399.29,399.35,399.0,399.06,136811,399.1806,SPY
2022-12-05 14:21:00,399.055,399.15,399.01,399.035,137213,399.0767,SPY
2022-12-05 14:22:00,399.03,399.05,398.89,398.91,141623,398.9703,SPY
2022-12-05 14:23:00,398.9,399.02,398.88,398.97,103264,398.9401,SPY
2022-12-05 14:24:00,398.97,398.99,398.81,398.9,145946,398.8841,SPY
2022-12-05 14:25:00,398.91,398.955,398.79,398.93,90720,398.8766,SPY
2022-12-05 14:26:00,398.945,399.17,398.87,399.12,143186,399.0738,SPY
2022-12-05 14:27:00,399.125,399.15,398.8401,398.8401,115422,399.0024,SPY
2022-12-05 14:28:00,398.86,398.86,398.67,398.73,203821,398.7597,SPY
2022-12-05 14:29:00,398.73,398.97,398.72,398.86,97729,398.8532,SPY
2022-12-05 14:30:00,398.82,398.85,398.54,398.625,183065,398.6369,SPY
2022-12-05 14:31:00,398.64,398.68,398.5203,398.54,78200,398.6045,SPY
2022-12-05 14:32:00,398.53,398.63,398.52,398.575,158606,398.5691,SPY
2022-12-05 14:33:00,398.56,398.64,398.5,398.64,136268,398.5561,SPY
2022-12-05 14:34:00,398.65,398.65,398.48,398.5599,102884,398.5332,SPY
2022-12-05 14:35:00,398.55,398.595,398.505,398.52,115690,398.552,SPY
2022-12-05 14:36:00,398.55,398.68,398.53,398.6,134532,398.6048,SPY
2022-12-05 14:37:00,398.59,398.85,398.59,398.84,406052,403.7834,SPY
2022-12-05 14:38:00,398.8383,398.89,398.68,398.79,153768,398.7782,SPY
2022-12-05 14:39:00,398.78,398.8,398.6141,398.63,82807,398.7446,SPY
2022-12-05 14:40:00,398.62,398.66,398.55,398.555,60295,398.6175,SPY
2022-12-05 14:41:00,398.56,398.56,398.28,398.29,134173,398.4418,SPY
2022-12-05 14:42:00,398.3,398.52,398.23,398.52,162129,398.3259,SPY
2022-12-05 14:43:00,398.515,398.63,398.41,398.4929,141237,398.5473,SPY
2022-12-05 14:44:00,398.49,398.63,398.46,398.6,94412,398.5682,SPY
2022-12-05 14:45:00,398.58,398.6,398.445,398.445,70119,398.5242,SPY
2022-12-05 14:46:00,398.4,398.4585,398.31,398.31,124148,398.3811,SPY
2022-12-05 14:47:00,398.32,398.4232,398.3,398.36,86420,398.3726,SPY
2022-12-05 14:48:00,398.37,398.49,398.17,398.46,150039,398.3264,SPY
2022-12-05 14:49:00,398.45,398.63,398.41,398.615,201920,398.5221,SPY
2022-12-05 14:50:00,398.6193,398.84,398.6,398.84,240421,398.7327,SPY
2022-12-05 14:51:00,398.8401,398.87,398.625,398.7299,299658,398.7461,SPY
2022-12-05 14:52:00,398.72,398.77,398.6,398.75,128475,398.6894,SPY
2022-12-05 14:53:00,398.73,398.885,398.67,398.88,117986,398.7792,SPY
2022-12-05 14:54:00,398.8699,398.92,398.75,398.7899,105624,398.8059,SPY
2022-12-05 14:55:00,398.79,398.815,398.49,398.59,237672,398.6569,SPY
2022-12-05 14:56:00,398.6,399.05,398.6,399.02,126093,398.8919,SPY
2022-12-05 14:57:00,399.01,399.05,398.935,398.935,124469,398.9912,SPY
2022-12-05 14:58:00,398.93,398.93,398.82,398.885,156851,398.8782,SPY
2022-12-05 14:59:00,398.89,398.95,398.84,398.9354,82257,398.8935,SPY
2022-12-05 15:00:00,398.92,399.12,398.875,399.06,119473,399.0349,SPY
2022-12-05 15:01:00,399.05,399.11,398.95,398.96,99612,399.0488,SPY
2022-12-05 15:02:00,398.97,398.97,398.8,398.85,153980,398.855,SPY
2022-12-05 15:03:00,398.84,399.07,398.81,399.04,102153,398.9454,SPY
2022-12-05 15:04:00,399.05,399.19,399.035,399.11,117541,399.1213,SPY
2022-12-05 15:05:00,399.1,399.12,398.86,398.875,112742,398.971,SPY
2022-12-05 15:06:00,398.87,398.87,398.67,398.78,125140,398.7556,SPY
